nome,cpf,idade,data,endereco,estado
Maitê Barbosa,231.648.705-07,20,18/05/2003,"estrada duarte, 37
marmiteiros
24369771 ribeiro do galho / ms",DISTRITO FEDERAL
Srta. Isis Da Cruz,073.618.249-78,89,30/08/1934,"praia moreira, 20
são jorge 2ª seção
94716-893 duarte da mata / to",RONDÔNIA
Otávio Da Mata,835.072.469-29,51,06/05/1972,"largo de da cruz, 431
mangueiras
02714780 azevedo / to",PARANÁ
Sophie Castro,165.328.479-09,40,27/05/1983,"trevo de moraes, 78
bairro das indústrias ii
45125491 sales / to",RIO GRANDE DO NORTE
Diogo Da Cunha,263.895.041-60,33,29/05/1990,"distrito kaique costa, 17
novo glória
46996567 souza do galho / rj",MARANHÃO
Benício Fernandes,389.160.527-77,30,13/09/1993,"condomínio da cunha, 964
conjunto califórnia i
67255-410 da cruz / es",ALAGOAS
João Pedro Silva,523.846.091-06,45,25/12/1978,"praia de almeida, 38
vila nova gameleira 3ª seção
54576-192 vieira da prata / mg",PERNAMBUCO
Heloísa Cunha,260.935.487-83,20,15/11/2003,"aeroporto santos, 94
ademar maldonado
41937-961 moraes do sul / pi",PERNAMBUCO
Bruno Novaes,190.734.658-93,72,05/04/1951,"alameda de da mata, 18
barroca
13387129 gomes / ms",AMAPÁ
Levi Cavalcanti,291.367.458-55,80,25/03/1944,"aeroporto aragão, 8
guarani
57857653 rocha / df",BAHIA
João Pedro Lopes,407.389.216-96,53,15/04/1970,"vereda daniel gonçalves, 6
bacurau
96830-555 cardoso / pb",SÃO PAULO
Heloísa Da Luz,569.471.830-57,61,03/01/1963,"conjunto de cunha, 63
estrela
07472157 almeida alegre / sp",RONDÔNIA
Lorena Gomes,298.036.457-65,20,18/03/2004,"rodovia de cavalcanti, 47
capitão eduardo
09605665 ribeiro / ap",SERGIPE
Milena Vieira,623.518.490-51,97,05/01/1927,"loteamento thiago fernandes, 51
graça
12694-138 martins / pb",DISTRITO FEDERAL
Milena Ramos,160.527.493-34,46,06/09/1977,"praça breno ribeiro
vista do sol
12554-127 viana de jesus / pb",SÃO PAULO
Vitor Hugo Ramos,286.790.413-78,73,14/02/1951,"viela alice nogueira, 65
olaria
24640044 duarte verde / ma",DISTRITO FEDERAL
Ana Julia Nascimento,197.034.862-31,63,04/10/1960,"aeroporto cavalcanti
coqueiros
47705002 farias / se",PARÁ
Dr. Enrico Carvalho,254.079.386-00,54,10/04/1969,"travessa de santos
garças
00882775 nogueira do oeste / mt",PERNAMBUCO
Vitor Hugo Cunha,701.638.549-39,91,02/02/1933,"passarela isis porto, 38
capitão eduardo
59540065 da cruz / pa",SANTA CATARINA
Dr. Samuel Moura,402.517.398-05,22,24/11/2001,"parque daniel pinto, 7
vista alegre
12655421 gomes da praia / mt",DISTRITO FEDERAL
Luana Nascimento,314.726.089-50,30,13/12/1993,"vila letícia da paz, 17
marajó
64325-663 costa / ce",MATO GROSSO DO SUL
Dra. Maria Vitória Viana,250.397.846-00,98,20/03/1926,"colônia de moura
morro dos macacos
29779-356 campos / pr",PERNAMBUCO
Sr. Calebe Duarte,936.124.087-04,60,07/05/1963,"alameda joão pedro castro, 14
vila fumec
55701851 mendes / am",BAHIA
Leonardo Costela,624.850.739-29,31,16/11/1992,"via de jesus
caetano furquim
82505-115 costa do galho / mg",MARANHÃO
Benício Moreira,136.294.085-24,44,21/01/1980,"feira marcos vinicius da cruz, 317
leonina
67749-105 teixeira / ma",DISTRITO FEDERAL
Lucca Mendes,819.720.564-76,83,16/10/1940,"via de ferreira, 44
cidade jardim
02171-958 da cunha das flores / mg",AMAPÁ
Sophie Farias,741.608.539-00,87,09/05/1936,"aeroporto de ribeiro, 65
mariquinhas
76708298 aragão de silveira / am",SÃO PAULO
Bruna Da Rocha,845.291.376-19,62,10/06/1961,"loteamento otávio freitas, 74
camponesa 2ª seção
58449619 viana do amparo / to",MATO GROSSO
Heitor Nascimento,493.578.106-84,81,30/06/1942,"área maria fernanda pinto
nova pampulha
46952516 cunha / mt",ACRE
Rafael Porto,629.875.103-30,27,24/04/1996,"alameda da mata, 64
vila boa vista
13036-905 gonçalves / mg",ESPÍRITO SANTO
Luiz Miguel Da Paz,647.531.029-80,30,20/06/1993,"estrada de ribeiro, 73
buritis
43666-726 da paz da mata / mg",PARAÍBA
Srta. Pietra Duarte,913.870.246-04,95,02/07/1928,"aeroporto de nascimento, 13
pongelupe
16189813 ramos da serra / pr",RORAIMA
Eloah Cunha,908.156.243-60,22,13/10/2001,"chácara de costa, 62
aparecida
43036-509 fogaça / pi",PERNAMBUCO
Bruna Rodrigues,625.170.489-67,21,06/04/2002,"campo da costa, 719
olaria
49786000 fogaça da mata / go",RIO GRANDE DO NORTE
Felipe Monteiro,172.589.603-68,97,21/12/1926,"quadra de monteiro, 43
novo das industrias
16650333 gomes de araújo / ce",AMAZONAS
Isis Campos,178.409.325-41,38,03/01/1986,"estrada pereira
vila batik
49494827 fernandes / pe",RIO GRANDE DO SUL
Vitor Novaes,586.721.034-08,77,07/07/1946,"lagoa de da rocha, 60
jardim atlântico
97946895 da cruz de melo / pi",SÃO PAULO
Yago Porto,907.486.135-01,42,29/07/1981,"parque alícia cavalcanti, 234
vila piratininga
01007-185 alves / ce",TOCANTINS
Guilherme Campos,354.908.721-79,55,20/11/1968,"largo de duarte, 24
barro preto
42665-603 das neves / ba",GOIÁS
Vitor Moraes,297.413.560-99,26,02/04/1998,"campo enrico lima, 20
trevo
56440-418 rodrigues do campo / to",RIO GRANDE DO SUL
João Gabriel Jesus,790.215.864-01,98,10/06/1925,"favela martins, 7
barão homem de melo 2ª seção
94838-720 vieira / es",TOCANTINS
Dr. Vitor Hugo Rezende,796.504.218-58,28,07/06/1995,"ladeira barros, 84
xodo-marize
45531-581 santos / ap",MATO GROSSO
Dr. Arthur Carvalho,081.475.329-97,38,10/12/1985,"jardim silveira, 35
dona clara
99094-166 moraes do campo / rr",RIO GRANDE DO SUL
Ryan Mendes,239.647.518-55,45,27/04/1978,"viaduto evelyn ribeiro, 56
dom silverio
54406-144 caldeira de minas / mg",PIAUÍ
Ana Laura Silva,485.623.907-47,77,24/04/1946,"campo de farias, 77
paulo vi
80754-580 lima paulista / am",PIAUÍ
Lorenzo Novaes,370.214.859-05,44,31/08/1979,"loteamento alice freitas, 3
santa lúcia
92358-703 teixeira / al",SERGIPE
Cauê Cardoso,019.326.548-60,18,09/08/2005,"trecho alícia monteiro, 61
são jorge 3ª seção
48780702 da paz das flores / al",SANTA CATARINA
Dra. Ana Luiza Silveira,324.769.180-40,82,07/05/1941,"alameda pinto, 59
cinquentenário
44694-989 barros de freitas / mt",ALAGOAS
Lavínia Azevedo,318.962.570-03,75,17/10/1948,"condomínio larissa teixeira, 216
olhos d'água
41107119 araújo de alves / ba",RORAIMA
Letícia Jesus,451.962.387-19,76,25/04/1947,"vale de da mata, 75
bela vitoria
70957619 pinto da prata / to",MATO GROSSO DO SUL
Bruna Ribeiro,352.689.470-10,71,11/09/1952,"trevo beatriz cardoso
prado
69816-364 silveira de da cunha / ap",DISTRITO FEDERAL
Theo Da Mata,758.604.312-44,65,04/08/1958,"feira souza, 65
santa helena
50266088 novaes do norte / al",MATO GROSSO DO SUL
João Gabriel Porto,956.247.831-91,51,14/08/1972,"fazenda luiza campos, 62
horto
82245-415 farias / go",SÃO PAULO
Maria Julia Freitas,178.405.623-53,73,31/08/1950,"loteamento de gomes, 86
liberdade
11683-949 nogueira / rs",AMAZONAS
Dr. Otávio Barros,683.710.592-21,26,16/04/1997,"condomínio marina costela, 29
morro dos macacos
55993-371 peixoto de goiás / rr",SÃO PAULO
Yasmin Gomes,827.516.430-35,99,28/06/1924,"feira letícia nascimento, 5
unidas
19530508 duarte / ma",SERGIPE
Sofia Novaes,576.349.820-83,44,31/07/1979,"aeroporto de ribeiro, 57
coração de jesus
29650-538 pinto do sul / mt",PARANÁ
Ian Da Luz,152.378.096-77,35,26/10/1988,"feira moura, 2
das industrias i
02663-431 lopes do sul / pb",RIO GRANDE DO SUL
Davi Luiz Souza,857.341.602-53,76,04/10/1947,"favela peixoto, 76
mangueiras
26284015 dias / pe",SANTA CATARINA
Cecília Araújo,032.146.758-26,19,02/08/2004,"distrito rezende, 61
jardim américa
93259-309 mendes de azevedo / mt",AMAPÁ
Luiz Gustavo Duarte,381.072.456-44,59,03/10/1964,"favela caldeira, 98
maria helena
45764587 porto / df",TOCANTINS
Ana Julia Cardoso,704.253.981-88,27,19/10/1996,"chácara campos, 423
vila são geraldo
16112198 peixoto / mg",RONDÔNIA
Gabrielly Lima,560.172.389-30,98,30/06/1925,"parque alves, 70
flavio de oliveira
53410009 ramos de rezende / rn",RONDÔNIA
Heloísa Ribeiro,437.291.568-37,63,19/12/1960,"sítio luiz gustavo cunha
nova vista
04718173 cardoso de rocha / rj",ESPÍRITO SANTO
Letícia Costa,530.469.218-70,43,19/05/1980,"viela yago oliveira, 70
serrano
09463-810 farias paulista / rn",SÃO PAULO
Ana Beatriz Da Rocha,438.759.201-04,79,18/12/1944,"alameda joão fernandes, 25
estrela do oriente
46344769 teixeira de fogaça / go",RONDÔNIA
Benjamin Moura,975.431.028-97,21,15/04/2002,"trevo de rezende, 83
coqueiros
11231-598 peixoto / al",PARAÍBA
Ana Julia Fogaça,103.764.259-70,37,15/05/1986,"área de gonçalves, 31
vila real 2ª seção
21471-324 lopes de da mota / rr",AMAZONAS
Clara Da Mata,354.672.908-00,40,09/08/1983,"aeroporto de gomes, 936
vila santo antônio
04382205 carvalho alegre / mt",TOCANTINS
Fernanda Oliveira,102.938.745-14,42,30/10/1981,"trevo correia, 72
olhos d'água
44387-007 moreira / rn",SANTA CATARINA
Laura Das Neves,723.640.589-29,25,26/02/1999,"viaduto vitor gabriel ferreira, 32
minas brasil
10002726 correia / go",RORAIMA
Lívia Teixeira,694.720.583-29,39,09/05/1984,"alameda teixeira, 9
vila são joão batista
26639-492 correia / al",PARAÍBA
Eloah Moreira,904.361.758-00,89,08/06/1934,"pátio de nunes, 3
vila nova dos milionarios
69899911 gonçalves da mata / ce",PARANÁ
Lívia Cardoso,619.543.702-61,87,14/05/1936,"campo de da paz
nova vista
48502-316 costela / pe",TOCANTINS
Augusto Freitas,930.751.648-01,62,23/08/1961,"trevo marcos vinicius jesus, 4
alpes
23410-106 araújo / al",PARAÍBA
Raquel Fernandes,467.250.891-94,76,24/05/1947,"parque de teixeira, 132
vila de sá
37918-718 da luz grande / am",DISTRITO FEDERAL
Sr. Anthony Da Costa,614.295.730-07,32,12/06/1991,"área lima, 7
vila são francisco
74051-909 castro / pi",PIAUÍ
Murilo Melo,431.069.572-80,22,21/11/2001,"trecho pires, 10
nazare
61544643 fogaça / ms",AMAPÁ
Srta. Mirella Barbosa,430.561.789-75,85,31/01/1939,"pátio de da rosa
glória
13351-045 cardoso de goiás / se",MATO GROSSO DO SUL
Gabriela Das Neves,437.950.268-65,40,17/04/1983,"avenida emilly pereira
distrito industrial do jatoba
55933377 melo de farias / al",ACRE
Bruno Da Cunha,259.608.134-24,29,08/05/1994,"quadra costa
bonsucesso
67500713 da rocha alegre / ma",DISTRITO FEDERAL
Alexandre Rodrigues,740.685.192-85,57,07/07/1966,"vale rezende, 20
juliana
20752-947 sales / al",AMAPÁ
Natália Rezende,784.015.962-11,61,30/04/1962,"sítio nascimento, 64
são lucas
48051121 azevedo de goiás / mg",PARANÁ
Emilly Caldeira,732.591.046-07,23,28/05/2000,"estrada eduardo porto, 85
boa vista
91509-960 martins alegre / ma",ACRE
Levi Azevedo,639.852.417-91,85,05/02/1939,"estação da cruz, 13
primeiro de maio
42793309 carvalho / pi",MARANHÃO
Nicole Da Rocha,567.238.104-90,23,07/10/2000,"distrito clara viana, 41
lajedo
54222151 fogaça / ce",SÃO PAULO
Joana Moreira,435.012.968-51,64,18/08/1959,"viela de das neves, 139
novo glória
61687564 lima / df",PIAUÍ
Maria Eduarda Almeida,573.694.082-56,72,12/03/1952,"travessa de barros, 4
santa helena
15465108 farias de aragão / pb",PERNAMBUCO
Marcela Da Cruz,876.904.123-78,92,05/03/1932,"viela viana, 95
santa rita de cássia
96728-974 da costa / ce",TOCANTINS
Helena Nunes,843.906.512-42,86,16/08/1937,"feira vieira, 28
vila são dimas
98682-147 costa de goiás / sc",RIO GRANDE DO NORTE
Isaac Oliveira,209.418.756-01,50,22/08/1973,"rodovia cardoso, 377
santa cecilia
73265406 teixeira alegre / mt",RIO DE JANEIRO
Manuela Pinto,094.728.615-20,39,13/04/1984,"praia almeida, 6
beira linha
27060932 carvalho / am",SANTA CATARINA
Bryan Ramos,681.425.907-94,35,03/06/1988,"aeroporto de da rocha, 27
união
59692448 da mata do sul / ms",PARAÍBA
Sr. Enzo Gabriel Fernandes,769.083.251-21,18,24/08/2005,"rodovia laís nunes, 50
vila madre gertrudes 2ª seção
84491232 peixoto / rr",MINAS GERAIS
Brenda Ramos,269.478.305-83,97,19/04/1926,"rodovia de souza, 416
conjunto são francisco de assis
69793970 da luz do sul / pi",MINAS GERAIS
Yuri Rezende,564.392.810-89,97,17/04/1926,"praia costa, 3
vila santo antônio barroquinha
01477044 farias de nogueira / ac",MATO GROSSO
Luiz Miguel Da Costa,630.714.952-34,74,09/03/1950,"via porto
conjunto capitão eduardo
65105570 da rosa dos dourados / pr",SERGIPE
Enzo Nogueira,187.306.492-69,62,01/08/1961,"campo cauã freitas, 66
xangri-lá
85645933 moraes verde / pb",RONDÔNIA
Davi Lucca Azevedo,035.761.849-10,67,30/09/1956,"condomínio cunha, 74
camponesa 2ª seção
72670-629 viana / pa",AMAZONAS
Luiz Otávio Fernandes,716.089.542-85,69,08/08/1954,"núcleo pietro barros
vila piratininga
50655-157 fernandes / pe",MINAS GERAIS
Thomas Correia,083.695.147-66,77,14/02/1947,"aeroporto melo, 31
conjunto celso machado
30242-400 nunes verde / ac",BAHIA
Davi Lucca Teixeira,647.105.832-26,82,16/11/1941,"condomínio de lima, 66
mirtes
13523-948 moraes / go",RIO GRANDE DO SUL
Luiz Gustavo Ribeiro,149.782.036-78,29,19/09/1994,"pátio davi lucca viana, 6
gameleira
40343223 pires / pa",PARAÍBA
Pietra Da Mata,427.051.638-08,66,27/05/1957,"feira gonçalves, 4
vila paquetá
10286777 santos / ap",MATO GROSSO DO SUL
Joaquim Azevedo,016.243.957-16,69,25/03/1955,"núcleo viana
conjunto jatoba
11680837 moraes / rn",GOIÁS
Sra. Agatha Melo,506.139.824-60,26,10/02/1998,"feira de oliveira, 1
mariquinhas
46119-752 moura de minas / rn",RORAIMA
Maria Julia Lopes,613.875.920-68,55,02/04/1969,"campo araújo, 10
tiradentes
67151-903 da cunha / go",RONDÔNIA
Dr. Marcelo Cardoso,862.405.317-07,78,15/04/1945,"lagoa ana sophia oliveira
pedreira padro lopes
62532-432 teixeira / rn",MARANHÃO
Catarina Moreira,207.584.916-11,33,29/03/1991,"jardim sales, 42
conjunto minas caixa
22835-296 ribeiro do sul / ro",MINAS GERAIS
Heitor Vieira,089.275.634-92,74,27/01/1950,"morro aragão, 796
estrela
42612-351 lima / mt",AMAZONAS
Luiz Fernando Da Luz,071.354.698-01,73,09/04/1950,"aeroporto pietro oliveira, 4
parque são josé
30217731 nogueira de minas / rr",MINAS GERAIS
Sabrina Silva,216.943.807-69,84,06/06/1939,"rodovia pedro henrique santos, 46
lagoa
22369254 costa / al",RIO GRANDE DO SUL
Luiz Henrique Martins,648.913.572-82,45,21/10/1978,"praia ferreira, 17
heliopolis
19236-190 costela do galho / rj",ALAGOAS
Catarina Carvalho,196.045.738-10,46,29/05/1977,"vila de farias, 46
minas caixa
76084-492 da paz / al",PERNAMBUCO
Ana Vitória Azevedo,529.648.701-01,76,10/08/1947,"campo yasmin moreira, 49
funcionários
43663-204 freitas / ap",RONDÔNIA
Thales Campos,412.839.065-89,81,08/03/1943,"avenida lavínia castro, 46
marieta 2ª seção
68968100 cavalcanti / sp",PARAÍBA
Thales Oliveira,369.124.870-50,82,24/06/1941,"condomínio levi almeida
vila nova cachoeirinha 3ª seção
36960-943 araújo / am",GOIÁS
Fernanda Cavalcanti,912.605.384-51,70,28/11/1953,"viela isis gomes, 43
petropolis
41621418 sales / ap",ALAGOAS
Dr. João Gabriel Da Conceição,831.674.905-00,46,31/08/1977,"jardim luiz felipe duarte, 1
bela vitoria
95860979 freitas do amparo / rr",AMAZONAS
Noah Barros,310.286.579-86,32,22/12/1991,"jardim almeida, 48
belvedere
96441879 gonçalves / ms",ESPÍRITO SANTO
Dr. Felipe Novaes,685.213.097-59,51,29/10/1972,"pátio de ribeiro, 16
pindura saia
56423394 martins do campo / rj",ESPÍRITO SANTO
Luiz Fernando Aragão,120.947.865-01,19,15/09/2004,"ladeira mariane santos, 7
distrito industrial do jatoba
22231939 lopes de vieira / se",DISTRITO FEDERAL
Ana Júlia Cardoso,812.569.704-76,82,04/11/1941,"vila silveira, 86
gameleira
42269180 barros / pb",BAHIA
Marina Ramos,068.459.237-10,60,08/05/1963,"ladeira duarte, 35
urca
65624052 da rocha de minas / mt",AMAZONAS
Dra. Joana Lopes,619.802.457-11,57,26/06/1966,"viaduto de novaes, 952
dom cabral
69283354 correia / sp",SERGIPE
Isabel Duarte,146.897.230-87,57,27/12/1966,"aeroporto isaac da conceição, 1
vila jardim montanhes
56147352 da mota / mt",ACRE
Paulo Jesus,078.429.635-92,53,25/04/1970,"fazenda de porto, 4
santa lúcia
21597335 jesus da praia / pr",RIO DE JANEIRO
Laura Costa,540.362.179-25,84,27/02/1940,"distrito de moraes, 56
alto vera cruz
37718933 mendes / ap",ALAGOAS
Sra. Milena Pinto,280.361.495-24,64,29/02/1960,"jardim novaes, 13
sion
42069-041 ribeiro das flores / ro",PERNAMBUCO
Danilo Ribeiro,109.426.753-80,67,20/06/1956,"ladeira de da conceição, 76
venda nova
04773-982 alves / to",MINAS GERAIS
Lívia Nunes,742.380.591-23,49,14/03/1975,"passarela de porto, 65
pousada santo antonio
35531-299 mendes do amparo / pi",BAHIA
Alícia Rodrigues,349.576.012-16,51,26/08/1972,"travessa de farias, 9
esplanada
66582980 rodrigues de pinto / rs",GOIÁS
Agatha Rezende,057.128.349-79,94,25/10/1929,"parque da luz, 3
grajaú
70106998 rocha do campo / rr",MARANHÃO
Juliana Santos,605.283.719-59,93,18/09/1930,"parque de silveira, 6
são jorge 3ª seção
94014349 oliveira de alves / ms",SERGIPE
Maria Fernanda Da Conceição,408.753.129-50,62,26/09/1961,"campo santos, 714
alto barroca
91375590 araújo / rj",AMAZONAS
Daniela Barbosa,861.325.749-64,35,19/04/1988,"área de moreira, 82
das industrias i
57160931 pinto / df",RORAIMA
Arthur Pinto,562.304.791-25,30,08/07/1993,"viela kamilly cunha
vista do sol
09969992 peixoto / sp",GOIÁS
Emanuel Aragão,910.648.375-57,41,04/09/1982,"campo de da cruz, 22
conjunto são francisco de assis
97327024 dias / sc",SANTA CATARINA
Dra. Alice Vieira,936.471.508-00,77,28/12/1946,"rodovia cunha
das industrias i
80439-199 aragão de minas / ma",PARÁ
Maria Cecília Moreira,805.671.324-71,65,18/02/1959,"passarela joão pedro nunes, 6
vila oeste
84706-059 fernandes de nogueira / df",MATO GROSSO DO SUL
não informado,532.789.041-41,73,01/10/1950,"estação alves, 8
vila petropolis
42191461 correia / pe",PERNAMBUCO
Maria Vitória Campos,380.514.679-57,55,05/07/1968,"viela da costa, 16
canadá
89005-825 monteiro do galho / ma",PERNAMBUCO
Isabel Da Conceição,819.074.635-93,89,12/11/1934,"vale nogueira, 8
bela vitoria
66713-213 da cruz verde / ce",CEARÁ
não informado,013.469.728-69,44,06/09/1979,"parque helena pires, 852
vila jardim são josé
41877182 lima / al",RORAIMA
Dr. Thomas Nunes,967.831.542-46,81,14/08/1942,"vereda da mota, 37
vila da luz
50836-481 moura / se",PIAUÍ
Lucca Moura,718.324.506-35,37,20/12/1986,"praia bryan martins, 8
santa amelia
78906-852 araújo / se",PIAUÍ
Diogo Souza,169.208.537-95,65,13/07/1958,"largo maysa cavalcanti, 6
vila satélite
94991-235 ferreira da mata / ap",MINAS GERAIS
Juliana Costa,980.314.567-39,53,20/08/1970,"alameda de campos, 32
vila são rafael
35493-001 cardoso da serra / al",RIO GRANDE DO NORTE
Eduarda Da Costa,739.064.581-48,88,10/07/1935,"jardim de lima, 1
das industrias i
92943262 da cruz / mt",SERGIPE
Alana Freitas,427.865.193-73,50,15/07/1973,"aeroporto noah jesus
diamante
89754-825 martins / ba",MATO GROSSO DO SUL
Murilo Ramos,374.259.681-00,97,02/01/1927,"feira jesus, 20
aparecida 7ª seção
51628446 cavalcanti da praia / df",PIAUÍ
Cecília Souza,294.870.651-30,20,15/04/2003,"campo emanuelly gonçalves, 51
novo glória
59410-071 carvalho / ba",RONDÔNIA
Raul Martins,187.365.402-26,96,17/10/1927,"alameda de carvalho, 150
saudade
84797278 vieira / rr",PERNAMBUCO
Renan Cavalcanti,072.685.391-77,69,29/05/1954,"trevo nina pereira, 99
álvaro camargos
69871484 novaes / ce",AMAZONAS
Sr. Diego Pires,842.107.593-41,34,25/10/1989,"morro eduarda farias, 92
aarão reis
37463172 castro / ac",SERGIPE
Sofia Da Rocha,719.034.862-03,57,08/10/1966,"vale davi luiz dias, 709
vila oeste
89234785 silva da serra / ce",SANTA CATARINA
Lorenzo Dias,271.346.098-04,98,08/09/1925,"favela elisa barbosa, 521
jardim vitoria
00115723 cardoso / sc",PARANÁ
Sr. Vitor Souza,426.583.097-83,73,04/11/1950,"aeroporto laura gonçalves, 7
vila vista alegre
73615-878 ramos de goiás / mg",ALAGOAS
Vitor Gabriel Cardoso,354.802.917-50,30,14/10/1993,"setor de da luz, 81
são cristóvão
41556-273 caldeira alegre / go",TOCANTINS
Pedro Rodrigues,790.846.152-20,98,17/07/1925,"trevo de moreira, 63
araguaia
62981-534 ferreira de dias / pi",ACRE
Eduarda Teixeira,745.360.218-17,76,26/07/1947,"ladeira peixoto, 85
são marcos
20590392 da mota / ma",TOCANTINS
Daniel Oliveira,753.108.264-08,34,09/09/1989,"colônia maitê cardoso
copacabana
07346251 pereira de minas / df",GOIÁS
Isadora Nogueira,129.350.847-05,29,29/10/1994,"praia de campos, 94
candelaria
17994-979 farias / pr",BAHIA
Sr. Fernando Moraes,768.291.350-95,96,06/08/1927,"área moreira, 8
grajaú
53772543 lima / pa",PIAUÍ
Luiza Araújo,246.095.783-10,70,28/03/1954,"jardim de dias
mirtes
61141993 lima do galho / ce",PARAÍBA
Maria Luiza Pires,620.159.487-67,46,23/08/1977,"viela de gonçalves, 79
vila havaí
33045503 pinto grande / sc",PARÁ
João Lucas Das Neves,974.016.258-49,49,17/03/1975,"campo de nascimento, 5
serra do curral
96012712 rezende da praia / sp",PARANÁ
Vitor Gabriel Carvalho,387.652.940-92,86,14/08/1937,"viaduto farias, 15
sagrada família
80186-004 moura / pr",GOIÁS
Henrique Sales,196.308.745-39,57,21/05/1966,"jardim cavalcanti, 94
petropolis
67401928 aragão alegre / ba",RIO DE JANEIRO
Henrique Ferreira,360.921.457-07,29,25/10/1994,"lago de lopes, 6
floramar
54884-139 barbosa / go",ACRE
Dra. Raquel Da Mota,263.497.108-78,33,02/01/1991,"aeroporto de fogaça, 29
santa sofia
37979425 santos / to",DISTRITO FEDERAL
Levi Melo,513.948.627-09,35,03/05/1988,"travessa de da luz, 42
vila nova paraíso
27079723 farias / ms",não informado
Ana Luiza Gomes,287.963.510-12,32,14/08/1991,"estação de da costa, 211
pilar
07901-377 da costa da serra / pa",PARAÍBA
Isaac Fernandes,572.193.064-07,77,26/04/1946,"recanto rodrigues, 80
minas caixa
44325-470 ramos de minas / pi",DISTRITO FEDERAL
Leandro Fernandes,018.526.394-15,65,19/10/1958,"praia daniel barbosa, 847
silveira
71207-030 barbosa / ba",ALAGOAS
Dr. Breno Sales,135.280.496-42,77,08/05/1946,"estação miguel rodrigues
coração de jesus
28628-790 monteiro do sul / al",ACRE
Rafael Araújo,481.270.635-17,84,25/09/1939,"trevo sofia moreira, 67
alta tensão 1ª seção
71613-443 gonçalves de moraes / ce",ESPÍRITO SANTO
Eduardo Da Costa,043.291.768-31,73,14/06/1950,"quadra de alves, 729
camponesa 2ª seção
59140-150 castro / pa",MATO GROSSO DO SUL
Dra. Larissa Fernandes,562.739.148-00,97,18/07/1926,"aeroporto jesus, 2
são francisco
56777283 mendes do galho / es",SERGIPE
Milena Da Rocha,864.129.570-49,80,20/01/1944,"alameda araújo, 53
piratininga
43263289 freitas da prata / ms",RIO GRANDE DO NORTE
Eduarda Aragão,362.578.140-90,76,07/10/1947,"viela de sales, 68
nova esperança
18765-887 da rocha paulista / to",MATO GROSSO DO SUL
Sr. Ian Barbosa,149.706.235-70,66,27/10/1957,"morro ryan da luz, 43
vila nova gameleira 2ª seção
51932151 santos / pb",CEARÁ
Ian Cardoso,731.240.968-78,83,23/04/1940,"área ferreira
jardim montanhês
48456-726 rodrigues / ap",RIO GRANDE DO SUL
Vitor Gabriel Ferreira,916.428.705-01,53,29/10/1970,"conjunto farias, 36
silveira
70212-072 freitas / se",PIAUÍ
Rodrigo Melo,982.136.054-89,43,04/07/1980,"praia marina da rosa
são jorge 3ª seção
85701195 azevedo / ac",CEARÁ
Anthony Rezende,831.756.409-66,93,16/07/1930,"via de viana, 68
beija flor
12487-147 barros / sc",SÃO PAULO
Sra. Bianca Farias,783.506.142-26,32,30/10/1991,"viela campos, 2
anchieta
65687060 gonçalves / mg",ACRE
João Carvalho,298.370.514-50,91,22/10/1932,"vereda de aragão, 15
horto
91408-129 novaes / rr",RIO GRANDE DO NORTE
Benício Da Costa,783.564.021-07,28,03/07/1995,"vereda de souza, 13
europa
86657-778 pires / pr",ACRE
Yuri Alves,896.315.072-03,86,16/10/1937,"colônia da costa, 7
ouro minas
16870883 oliveira / se",CEARÁ
Gabriela Da Rosa,210.396.874-31,76,18/12/1947,"vale de caldeira, 8
ribeiro de abreu
20825-399 nunes dos dourados / al",SANTA CATARINA
Eduarda Da Conceição,238.670.945-00,99,09/01/1925,"praia de silva, 91
joão pinheiro
24305-998 nogueira / es",ESPÍRITO SANTO
Vicente Aragão,875.032.149-88,96,03/11/1927,"avenida da luz
vila inestan
75092-067 pinto de nascimento / al",DISTRITO FEDERAL
Srta. Sabrina Teixeira,682.413.095-89,87,01/06/1936,"estrada de da rosa, 69
jonas veiga
77228702 da costa / ap",RIO DE JANEIRO
Antônio Santos,198.572.630-03,85,14/09/1938,"morro da rocha, 84
tirol
24197526 moura / mt",PERNAMBUCO
Dr. Lucca Pinto,526.938.714-09,21,26/10/2002,"estrada sabrina freitas, 40
acaba mundo
89103366 campos da prata / df",MATO GROSSO DO SUL
Emilly Vieira,924.508.631-33,71,01/11/1952,"recanto miguel moraes, 45
penha
68905986 novaes / rs",MATO GROSSO
Dr. Gabriel Da Mata,701.684.923-69,59,28/02/1965,"feira de farias, 28
horto
10092-770 fogaça de ribeiro / rs",ACRE
Emanuella Azevedo,406.759.813-01,69,23/11/1954,"sítio moura, 50
ápia
72380-665 melo da prata / go",BAHIA
Ana Julia Rocha,618.542.930-60,47,18/08/1976,"trevo davi lucca da cruz, 72
boa união 1ª seção
10620881 da costa de goiás / pi",TOCANTINS
Milena Castro,482.675.391-82,60,06/02/1964,"chácara da mota, 218
conjunto floramar
77257-467 freitas da praia / rj",PERNAMBUCO
Lavínia Peixoto,204.378.591-50,72,08/11/1951,"feira martins, 78
estrela do oriente
98698651 souza da prata / rn",DISTRITO FEDERAL
Enzo Gabriel Gomes,893.267.104-40,28,20/12/1995,"setor luiz henrique monteiro, 4
madri
31999823 nascimento / mg",DISTRITO FEDERAL
Laura Fogaça,196.027.534-80,34,12/12/1989,"chácara de da mota, 4
pompéia
37543-030 correia / pa",ALAGOAS
