nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Dra. Julia Lopes,980.365.712-77,73,03/11/1950,"Vale de da Mota, 299
Pongelupe
41347-977 da Paz de Barbosa / PB",Paraná,Brasil,5503.23,Ensino Médio,3,Casado,7,Educação
Sr. Levi Vieira,218.973.640-40,32,16/05/1991,"Alameda Castro, 90
Itatiaia
02049-055 Araújo do Oeste / PB",Acre,Brasil,6018.97,Ensino Médio,1,Casado,6,Indústria
Ian Nascimento,261.590.438-89,58,10/08/1965,"Trevo Luana Novaes, 92
Aarão Reis
97175327 Ferreira / SC",Amapá,Brasil,8594.45,Ensino Médio,0,Casado,1,Saúde
Carlos Eduardo Farias,463.918.507-39,19,11/07/2004,"Estrada João Lucas Cardoso, 74
Novo Aarão Reis
86829756 Moraes de Rocha / DF",Goiás,Brasil,3496.17,Ensino Médio,0,Casado,1,Indústria
Evelyn Fogaça,258.904.136-51,49,01/06/1974,"Chácara Lívia Sales, 59
Suzana
05595082 Silveira / AM",Ceará,Brasil,4294.42,Ensino Fundamental,0,Casado,10,Educação
Enzo Gabriel Lima,036.928.754-10,29,29/06/1994,"Praça Pires, 36
Comiteco
96839-702 Ribeiro de Nunes / SP",Distrito Federal,Brasil,6622.21,Ensino Médio,0,Casado,6,Indústria
Luiz Miguel Pereira,472.915.836-91,50,26/06/1973,"Jardim de Mendes, 58
Alta Tensão 2ª Seção
75975-110 Costa das Pedras / RR",Espírito Santo,Brasil,12633.45,Ensino Superior,1,Casado,10,Saúde
Srta. Ana Júlia Azevedo,973.168.254-64,38,20/10/1985,"Ladeira Francisco Dias, 618
Cdi Jatoba
54587539 Martins da Mata / MS",Roraima,Brasil,5646.59,Ensino Médio,1,Solteiro,12,Educação
Pedro Henrique Correia,082.943.617-04,37,13/03/1987,"Pátio da Mata, 685
São Gonçalo
86063-175 Araújo Verde / SP",Alagoas,Brasil,5736.52,Ensino Médio,3,Casado,6,Indústria
Sabrina Costa,453.671.089-20,22,27/01/2002,"Rua Moreira, 72
Leticia
78553-390 Cavalcanti de Goiás / AL",Goiás,Brasil,6157.8,Ensino Médio,2,Casado,3,Comércio
Ana Julia Teixeira,783.964.125-37,46,07/04/1978,"Loteamento Campos, 60
Minas Brasil
73671507 da Mata Grande / BA",Sergipe,Brasil,10844.38,Ensino Superior,1,Casado,27,Tecnologia
Dr. Luigi Porto,041.398.726-40,22,26/04/2001,"Distrito Murilo Vieira, 28
Jardinópolis
12278-953 da Rosa de Minas / SP",Pernambuco,Brasil,5172.7,Ensino Médio,1,Casado,2,Educação
Murilo das Neves,205.814.397-32,28,26/05/1995,"Largo Barros, 229
Mineirão
38860760 Melo / MS",Rio Grande do Norte,Brasil,3422.77,Ensino Fundamental,0,Casado,4,Tecnologia
Sr. Breno Azevedo,534.960.218-70,18,13/10/2005,"Viela Bianca Costa, 92
Nova Vista
12010568 da Rocha / RS",Rio de Janeiro,Brasil,6509.2,Pós-graduação,2,Solteiro,0,Indústria
Brenda Gonçalves,896.132.054-89,38,10/06/1985,"Viela Mariana Rezende, 806
São Benedito
21683200 Araújo / MG",Bahia,Brasil,5159.8,Ensino Fundamental,5,Casado,18,Comércio
Ian Sales,859.470.213-23,34,26/09/1989,"Praia de Costela, 64
Belmonte
61796478 da Rocha / PB",Rio Grande do Norte,Brasil,8884.57,Ensino Médio,0,Casado,16,Comércio
Bárbara Gonçalves,079.514.236-61,57,17/08/1966,"Ladeira Heloísa Moraes, 65
Santa Helena
23485698 Costa Paulista / AP",Rondônia,Brasil,5654.77,Ensino Fundamental,1,Casado,12,Indústria
Dr. Igor Rezende,693.748.201-96,36,01/06/1987,"Chácara Daniel da Costa, 86
Gutierrez
16766-917 Castro da Praia / ES",Bahia,Brasil,7978.01,Ensino Médio,1,Casado,5,Saúde
Luiz Fernando Monteiro,496.013.257-43,62,19/05/1961,"Trecho de Cunha
Vila Antena
49417-622 da Luz de Lima / RN",Minas Gerais,Brasil,8702.64,Ensino Médio,0,Solteiro,32,Indústria
Luna Barbosa,619.470.258-30,32,26/01/1992,"Praia Ana Carolina Lima, 9
Urca
64103843 Dias / PR",Rio Grande do Norte,Brasil,5846.92,Ensino Fundamental,1,Solteiro,5,Tecnologia
Dra. Emanuella Silva,957.210.843-32,35,24/08/1988,"Lago Vinicius Oliveira, 11
São José
71133-868 da Costa do Norte / AP",Tocantins,Brasil,2493.57,Ensino Fundamental,2,Casado,6,Indústria
Pedro Lucas Souza,083.461.975-00,38,05/01/1986,"Pátio Augusto Freitas, 83
Nova Cachoeirinha
98576892 Sales Paulista / SP",Ceará,Brasil,2529.1,Ensino Fundamental,1,Solteiro,5,Comércio
Sr. Enzo Correia,076.549.128-11,60,02/06/1963,"Feira João Felipe Souza, 71
Grotinha
31875-682 Farias de Pinto / AM",Sergipe,Brasil,3762.48,Ensino Fundamental,3,Solteiro,18,Comércio
Pedro Henrique da Conceição,187.056.493-66,59,02/05/1964,"Colônia Santos, 22
Conjunto Floramar
62275643 Monteiro Verde / RR",Acre,Brasil,11293.36,Ensino Superior,0,Solteiro,1,Tecnologia
Yago Costa,597.614.203-61,42,15/07/1981,"Núcleo Otávio Farias, 18
Vila Suzana Primeira Seção
89493767 Campos / CE",Bahia,Brasil,7890.85,Ensino Superior,2,Solteiro,24,Tecnologia
Sr. Francisco Pinto,652.410.379-34,21,24/11/2002,"Sítio de Fogaça, 171
Santa Isabel
03380446 Ramos do Galho / MG",Alagoas,Brasil,3668.74,Ensino Médio,5,Casado,2,Tecnologia
Ana Vitória Castro,097.632.145-99,22,13/08/2001,"Estrada Luiz Felipe Moreira, 37
Guarani
09782-390 Teixeira da Prata / CE",Sergipe,Brasil,7982.55,Ensino Superior,0,Casado,1,Educação
Davi Lucas Cardoso,872.659.034-47,46,13/04/1977,"Estrada de Viana, 65
Boa Esperança
02261093 da Rosa do Campo / SC",Rondônia,Brasil,8779.17,Ensino Médio,3,Casado,10,Indústria
Elisa da Cunha,501.436.289-33,37,25/08/1986,"Morro de da Cunha, 90
Nossa Senhora Do Rosário
73901-187 Melo de Viana / CE",Piauí,Brasil,4522.03,Ensino Médio,0,Casado,18,Comércio
Pedro Miguel da Mata,035.427.698-00,65,14/11/1958,"Esplanada Cauê Duarte, 118
Vila Canto Do Sabiá
03057972 Silva do Campo / AM",Bahia,Brasil,3774.36,Ensino Médio,2,Casado,11,Educação
João Gabriel Gonçalves,071.642.938-13,63,16/07/1960,"Vereda Martins, 778
Independência
27499-476 Ribeiro dos Dourados / BA",Acre,Brasil,7942.85,Ensino Médio,0,Solteiro,9,Tecnologia
Danilo da Cunha,061.842.597-76,31,24/01/1993,"Estrada de Jesus
Vila São Geraldo
16904-079 da Rocha / PI",Piauí,Brasil,9725.17,Ensino Superior,1,Solteiro,12,Indústria
Gabriela Cardoso,708.413.295-32,31,16/01/1993,"Área Luiza Costela, 29
Madre Gertrudes
93501552 Nascimento de Moura / SC",Paraná,Brasil,9014.18,Ensino Superior,0,Casado,7,Indústria
Erick Fogaça,584.603.792-56,63,29/12/1960,"Parque de Correia, 79
Lagoinha Leblon
74216163 Ferreira / BA",Paraná,Brasil,12837.9,Ensino Médio,0,Casado,33,Saúde
Ana Julia da Luz,092.634.157-06,50,01/10/1973,"Distrito de Sales, 89
Nova Granada
13845-351 Azevedo / SP",Ceará,Brasil,4828.45,Ensino Médio,1,Casado,27,Comércio
Cecília Cavalcanti,147.502.836-90,38,02/07/1985,"Jardim Silveira, 48
Aparecida
58452-529 Barbosa da Serra / RR",Amapá,Brasil,10735.6,Ensino Superior,2,Solteiro,16,Indústria
Joana da Costa,517.694.083-39,32,30/01/1992,"Viaduto da Rosa, 242
Vila Nova Cachoeirinha 2ª Seção
29092968 Mendes / SP",Pernambuco,Brasil,4902.67,Ensino Médio,1,Solteiro,0,Indústria
Davi Lucca Correia,105.768.394-93,49,03/10/1974,"Trevo João Lucas Martins, 69
Vila Piratininga
52653370 Teixeira / ES",Piauí,Brasil,3611.38,Ensino Médio,1,Casado,14,Comércio
Caio Moraes,370.581.426-53,35,23/07/1988,"Ladeira Jesus
Vila Jardim Alvorada
50006342 Alves / MG",Roraima,Brasil,14371.48,Pós-graduação,0,Casado,10,Educação
Matheus Melo,195.380.642-24,64,22/08/1959,"Recanto Davi Lucas Pinto, 55
Canadá
07183687 da Mota Verde / PR",,Brasil,,,1,,42,
Heloísa Moreira,719.620.853-68,39,05/03/1985,"Pátio Evelyn Ferreira
Penha
62981388 da Cunha / SE",Paraíba,Brasil,10009.54,Ensino Médio,0,Divorciado,15,Saúde
Sr. Otávio Cunha,051.294.736-80,23,30/08/2000,"Lago Renan Vieira, 1
Cidade Jardim
05257-354 Cavalcanti de Caldeira / ES",São Paulo,Brasil,8523.71,Ensino Superior,0,Casado,1,Indústria
Pietra Gonçalves,348.769.012-87,20,24/08/2003,"Vila de Cardoso, 999
Salgado Filho
35638739 da Mota Verde / ES",Espírito Santo,Brasil,2069.61,Ensino Fundamental,3,Casado,2,Comércio
Gabriel Pinto,257.169.840-02,25,20/04/1998,"Distrito Luiz Felipe Moreira, 53
Nova Suíça
65416-752 Costa Paulista / RO",Rio Grande do Norte,Brasil,8887.45,,0,,3,
Beatriz da Mata,395.268.170-95,20,18/08/2003,"Estação de Azevedo
Unidas
28715-078 Cardoso / CE",,Brasil,3486.47,Ensino Médio,1,Casado,2,Saúde
Breno da Cunha,025.316.789-21,28,10/02/1996,"Campo Theo Teixeira, 5
Santa Monica
25863-742 Novaes / BA",,Brasil,2620.15,Ensino Fundamental,3,Solteiro,7,Tecnologia
Júlia Moura,318.294.605-60,50,04/12/1973,"Estação Carvalho, 25
Santa Maria
03127-521 Carvalho do Campo / PR",Paraíba,Brasil,8220.38,Ensino Superior,3,Casado,9,Comércio
Ana da Mata,934.726.810-04,43,08/07/1980,"Campo Ana Julia Teixeira, 92
Mala E Cuia
04207-343 Cunha / RJ",Roraima,Brasil,3243.13,Ensino Fundamental,1,Casado,22,Saúde
Mariane Teixeira,902.471.368-40,28,17/03/1996,"Vereda Thales da Costa, 1
Barro Preto
80469-979 Jesus / PA",Amazonas,Brasil,6550.58,Ensino Médio,0,Casado,10,Saúde
Yago Correia,478.105.362-90,54,24/06/1969,"Praça da Cunha, 73
Biquinhas
19079984 Teixeira do Norte / RN",Rio Grande do Norte,Brasil,4367.75,Ensino Médio,0,Casado,14,Indústria
Sr. Ryan Aragão,418.503.679-57,31,24/07/1992,"Travessa Nicolas Silva, 6
Nova Pampulha
79136656 da Conceição / MS",Roraima,Brasil,5536.56,Ensino Médio,0,Divorciado,4,Tecnologia
Dra. Stella Almeida,630.128.975-77,86,15/11/1937,"Praça Costa, 84
São Luiz
07086756 Fogaça / RN",Rio Grande do Sul,Brasil,7095.64,Ensino Médio,0,Casado,29,Saúde
Bryan Duarte,184.095.362-42,28,04/01/1996,"Estação de da Cruz
Renascença
70279-962 Melo / MG",Sergipe,Brasil,5888.38,Ensino Médio,3,Casado,3,Saúde
Vicente Porto,685.439.712-09,21,02/04/2003,"Recanto Cavalcanti, 829
Aparecida
38010-091 Dias / RN",Distrito Federal,Brasil,8915.03,Ensino Superior,1,Casado,1,Saúde
Dr. Thales Almeida,561.948.270-76,48,24/02/1976,"Morro de Peixoto, 33
Caetano Furquim
30505-869 Barros / AC",Roraima,Brasil,3504.33,Ensino Médio,0,Solteiro,0,Comércio
Gustavo Henrique da Mata,863.954.127-28,28,04/02/1996,"Rua Pires, 9
Vila Real 2ª Seção
28770-389 Melo / MS",Goiás,Brasil,5204.06,Ensino Médio,0,Casado,1,Comércio
Augusto Santos,468.971.023-69,57,13/12/1966,"Largo de Nogueira, 67
Fernão Dias
29507-346 Gonçalves / AC",Pernambuco,Brasil,4468.85,Ensino Fundamental,0,Casado,18,Indústria
Bárbara da Luz,381.760.594-39,59,17/05/1964,"Viela de Monteiro, 63
Vila Tirol
56355-659 Almeida de Nunes / PB",,Brasil,6479.4,Ensino Médio,3,Casado,18,Educação
Dr. Vinicius Jesus,760.198.325-03,32,22/09/1991,"Largo de Oliveira
Morro Dos Macacos
33983532 Ramos / ES",Tocantins,Brasil,,Ensino Médio,1,Solteiro,2,Tecnologia
Maria Julia Cardoso,314.590.827-88,46,17/12/1977,"Residencial Nogueira, 65
Alta Tensão 2ª Seção
54822-242 Pires Grande / SP",Pernambuco,Brasil,4671.53,Ensino Médio,0,Casado,12,Indústria
Lucas da Conceição,824.915.076-76,53,11/12/1970,"Loteamento Rodrigues, 663
Olhos D'água
90748-768 Lima de Monteiro / RJ",Bahia,Brasil,9912.98,Ensino Superior,1,Solteiro,9,Indústria
Sr. Igor Freitas,913.785.064-48,37,12/12/1986,"Lagoa Matheus da Luz, 85
Vila Primeiro De Maio
92973-393 da Cunha / MG",Tocantins,Brasil,7338.47,Ensino Médio,0,Divorciado,2,Saúde
Marina Moreira,158.976.023-95,38,21/07/1985,"Esplanada Mariana da Mota, 418
Santa Margarida
20854079 Barros de Peixoto / TO",Mato Grosso do Sul,Brasil,6230.77,Ensino Superior,0,Casado,17,Indústria
Alana Pires,201.546.793-99,24,02/02/2000,"Favela Bryan Costela, 24
Vila São João Batista
85468137 Correia de Gonçalves / PB",Rio de Janeiro,Brasil,5889.18,Ensino Médio,1,Solteiro,0,Educação
Thiago da Rocha,768.019.254-58,60,20/07/1963,"Recanto de Pinto
Alta Tensão 2ª Seção
61462-579 da Mota / MS",Distrito Federal,Brasil,8368.67,Ensino Superior,1,Casado,26,Comércio
Dr. Levi Moreira,036.215.897-59,30,16/02/1994,"Campo Costela, 46
Senhor Dos Passos
26356596 das Neves / RO",Sergipe,Brasil,5825.32,Ensino Médio,0,Casado,12,Educação
Dr. Thiago Duarte,297.038.615-12,23,15/06/2000,"Lagoa da Mata, 4
Vila Nova Gameleira 2ª Seção
03111518 Cardoso de Rezende / GO",Rio Grande do Norte,Brasil,3366.86,Ensino Fundamental,1,Casado,0,Indústria
Luigi da Mota,972.658.034-00,28,16/11/1995,"Vila de Duarte, 393
Marmiteiros
33778980 Fogaça / AP",,Brasil,9366.84,Pós-graduação,0,Casado,7,Educação
Júlia Sales,731.824.690-96,59,26/10/1964,"Condomínio Sabrina Farias, 45
Pousada Santo Antonio
58050199 da Conceição Paulista / SP",Pará,Brasil,6266.61,Ensino Médio,1,Casado,23,Educação
Rodrigo Pires,968.402.513-06,24,19/07/1999,"Fazenda da Cruz, 87
São Cristóvão
74546-152 Campos / PR",Santa Catarina,Brasil,7453.63,Ensino Superior,0,Casado,0,Comércio
Manuela Pereira,092.456.718-01,22,07/07/2001,"Viela Costela, 530
Belmonte
90449434 Jesus do Galho / RR",Rondônia,Brasil,5713.29,Ensino Médio,1,Casado,1,Educação
Clarice Aragão,527.963.401-80,55,26/07/1968,"Estação Ribeiro
Nova Pampulha
38112-787 Correia / MG",Bahia,Brasil,10429.54,Ensino Médio,0,Casado,24,Saúde
Srta. Stella Lopes,752.069.341-43,31,30/06/1992,"Colônia Teixeira, 88
Novo Ouro Preto
74266-825 Alves de Moraes / PA",Distrito Federal,Brasil,5531.33,Ensino Médio,0,Casado,6,Saúde
Calebe Fernandes,643.250.178-44,27,04/02/1997,"Estrada de Costela, 59
Vila Independencia 3ª Seção
19077-202 Costela Grande / RR",,Brasil,5454.56,Ensino Médio,0,Casado,6,Educação
Kevin da Cruz,871.430.692-13,25,19/04/1998,"Fazenda Moura, 8
Mala E Cuia
75860879 Freitas / CE",Rio de Janeiro,Brasil,7187.6,Ensino Superior,0,Solteiro,3,Saúde
Sra. Ana Lívia da Cunha,421.068.793-69,55,22/05/1968,"Trecho de Nascimento, 92
Vila Novo São Lucas
06233356 Martins / MT",Ceará,Brasil,17900.05,Ensino Superior,2,Solteiro,20,Tecnologia
Clarice Costela,218.693.405-15,53,13/02/1971,"Vila João Vitor Ferreira, 436
Belvedere
46708693 Mendes / RR",Espírito Santo,Brasil,8377.37,Ensino Médio,1,Casado,32,Indústria
Ana Lívia Barros,089.134.576-01,26,17/02/1998,"Alameda da Costa, 2
Providencia
60970-629 da Mata / RJ",Acre,Brasil,3424.41,Ensino Fundamental,0,Solteiro,2,Tecnologia
Letícia da Luz,506.489.721-94,30,07/09/1993,"Residencial de da Mota
Cdi Jatoba
91364-310 Barros da Mata / CE",São Paulo,Brasil,4473.7,Ensino Médio,1,Casado,1,Indústria
Yasmin Souza,138.750.249-23,55,30/08/1968,"Trevo Bryan Martins, 7
Conjunto Floramar
40930192 Mendes / RR",Paraíba,Brasil,11388.71,,3,,15,
Srta. Alana da Rocha,257.016.394-52,23,27/07/2000,"Lagoa Ribeiro, 4
Vila Copacabana
56964-037 Dias do Galho / SP",Amapá,Brasil,4422.18,Ensino Médio,0,Casado,5,Educação
Rafael Pereira,627.893.015-30,21,31/07/2002,"Pátio Bárbara Ramos, 21
Vila Da Amizade
12052672 Castro Alegre / MT",Goiás,Brasil,8573.84,Ensino Médio,1,Casado,3,Tecnologia
Sophie Monteiro,540.967.218-67,34,10/02/1990,"Condomínio de Lima, 642
Novo Aarão Reis
29098314 da Conceição / GO",Goiás,Brasil,7632.72,Ensino Médio,2,Solteiro,9,Indústria
Igor Costa,231.658.490-05,41,15/10/1982,"Vale Teixeira
Ouro Minas
43000-655 Carvalho da Serra / PE",Maranhão,Brasil,9300.25,Ensino Médio,1,Casado,20,Saúde
Maria Cecília Ferreira,389.416.025-05,64,18/04/1959,"Praia de Azevedo, 42
Canaa
56703366 Rodrigues / PA",Paraíba,Brasil,10066.75,Ensino Médio,2,Solteiro,46,Educação
Davi Lucca Fernandes,246.903.578-38,54,04/09/1969,"Esplanada Carvalho, 64
Lajedo
98900616 Dias do Oeste / GO",Distrito Federal,Brasil,12037.09,Ensino Médio,0,Casado,18,Saúde
Daniel Oliveira,584.091.672-20,24,29/09/1999,"Morro Duarte, 482
Morro Dos Macacos
10220096 Farias de Azevedo / SP",Alagoas,Brasil,8150.47,Ensino Médio,2,Casado,6,Saúde
Sr. Ryan da Mota,416.253.907-34,48,08/11/1975,"Jardim Caio Gomes
Vera Cruz
67632563 Silva / SP",Mato Grosso,Brasil,1811.13,Ensino Fundamental,3,Divorciado,2,Comércio
Esther Azevedo,834.719.605-20,38,20/06/1985,"Esplanada Caroline Souza, 68
Monte Azul
74139669 Oliveira da Mata / PB",Rio Grande do Norte,Brasil,7044.42,Ensino Superior,0,Solteiro,12,Tecnologia
Sr. Isaac da Cunha,768.319.420-40,21,28/09/2002,"Vale João Vitor das Neves, 54
Tupi A
85842414 Santos / BA",Pará,Brasil,5739.09,Ensino Médio,0,Casado,1,Comércio
Marina Cavalcanti,819.725.064-20,52,21/05/1971,"Ladeira Ana Beatriz Aragão, 4
Pilar
20421185 Ferreira / DF",Pernambuco,Brasil,15896.95,Ensino Superior,0,Casado,29,Comércio
Júlia Cunha,963.514.802-05,86,19/07/1937,"Fazenda Gabriel Caldeira, 4
Camponesa 2ª Seção
04240764 Ribeiro Verde / MA",Espírito Santo,Brasil,3364.94,Ensino Fundamental,2,Solteiro,39,Tecnologia
Felipe Farias,072.148.695-94,28,13/02/1996,"Vereda Ferreira, 32
Jardim Vitoria
61369247 Moraes de Peixoto / DF",Piauí,Brasil,3131.97,Ensino Médio,0,Casado,4,Comércio
Agatha Costela,745.083.296-83,24,21/12/1999,"Vale Correia
Teixeira Dias
08385536 Teixeira / RN",Bahia,Brasil,3364.86,Ensino Fundamental,0,Casado,3,Comércio
Sr. Rafael Moura,019.647.853-75,27,26/03/1997,"Trecho Isabelly Sales, 6
Casa Branca
48147176 da Conceição de da Rocha / BA",Sergipe,Brasil,3072.41,Ensino Fundamental,0,Solteiro,1,Saúde
Sra. Alexia Ramos,984.570.623-10,49,29/06/1974,"Chácara Campos, 19
Ribeiro De Abreu
01465267 da Costa de Aragão / RO",Minas Gerais,Brasil,9273.76,Ensino Médio,1,Divorciado,30,Comércio
Sophie Lima,384.965.270-00,43,12/02/1981,"Vila de Gomes, 84
Funcionários
55969-946 Cavalcanti / AL",Bahia,Brasil,13392.6,Pós-graduação,0,Casado,3,Educação
Leonardo Peixoto,381.627.905-86,29,22/07/1994,"Viaduto João Gabriel Fogaça, 88
Cinquentenário
51787-500 Pinto / MS",Rio Grande do Sul,Brasil,5537.72,,0,,8,
Laura Gonçalves,174.895.036-39,34,18/04/1989,"Setor Costa, 71
Canaa
27101883 Alves da Praia / MS",São Paulo,Brasil,2941.21,Ensino Fundamental,0,Casado,2,Tecnologia
Davi Rodrigues,715.843.026-07,57,18/03/1967,"Chácara de Silva, 8
Capitão Eduardo
05457-315 Ribeiro / AC",Bahia,Brasil,,Ensino Médio,1,Casado,32,Indústria
Luana Novaes,635.841.270-17,20,03/04/2004,"Avenida Nathan Pires, 6
Flavio Marques Lisboa
63499560 Cunha / PI",Minas Gerais,Brasil,3157.96,Ensino Fundamental,0,Solteiro,0,Educação
Pedro Henrique Nascimento,510.274.893-97,27,18/08/1996,"Área de da Cruz, 1
Coqueiros
79270-476 Mendes do Campo / SP",Pará,Brasil,3408.11,Ensino Fundamental,1,Casado,3,Indústria
Isabel Porto,014.396.578-66,63,09/01/1961,"Área Carolina Fernandes, 64
Vila Vista Alegre
65028671 da Mata / GO",Distrito Federal,Brasil,8151.41,Ensino Médio,1,Casado,10,Saúde
Maria Julia Pereira,752.640.983-10,24,10/08/1999,"Condomínio de Carvalho, 92
Cruzeiro
44967133 Jesus do Norte / AC",Ceará,Brasil,4019.03,Ensino Médio,3,Casado,4,Educação
Dra. Agatha Freitas,184.369.270-87,44,16/08/1979,"Morro Caldeira, 82
Jonas Veiga
05682-996 Ramos do Oeste / RS",Santa Catarina,Brasil,3056.43,Ensino Médio,1,Casado,7,Comércio
Cauã Freitas,780.196.452-76,30,21/02/1994,"Esplanada Pietro Novaes, 114
Maria Helena
94017-828 Carvalho das Flores / MG",Acre,Brasil,6391.86,Ensino Médio,2,Solteiro,9,Comércio
Levi Sales,923.076.845-65,30,07/03/1994,"Recanto de Castro, 1
Vila Coqueiral
99285967 Jesus Grande / SE",Espírito Santo,Brasil,7260.11,,0,,12,
Noah Cunha,591.230.847-23,59,16/10/1964,"Recanto de Costela, 33
Esperança
18856054 Rodrigues Grande / RJ",,Brasil,4020.5,Ensino Médio,0,Solteiro,1,Educação
Sr. Ian Viana,542.089.637-00,24,23/05/1999,"Núcleo de Ramos, 982
Vila Santo Antônio
77378-816 Almeida / GO",Distrito Federal,Brasil,6150.95,Ensino Médio,2,Casado,6,Comércio
Ana Luiza Lima,516.087.243-44,64,07/12/1959,"Colônia Emanuel Campos, 21
Trevo
86168-514 Caldeira da Mata / SE",Alagoas,Brasil,3806.04,Ensino Fundamental,3,Casado,40,Indústria
Srta. Vitória Nunes,430.682.719-40,26,20/03/1998,"Núcleo Ana Lívia da Rocha, 90
Conjunto Providencia
04536-997 Martins do Galho / CE",Minas Gerais,Brasil,2692.55,Ensino Fundamental,1,Solteiro,4,Comércio
Sr. Thomas Pinto,562.748.031-90,38,14/06/1985,"Favela Costa, 47
Coqueiros
39351405 Duarte do Sul / MG",Bahia,Brasil,10650.05,Ensino Superior,2,Casado,16,Tecnologia
Isabelly da Cruz,931.842.570-88,65,22/12/1958,"Jardim Azevedo, 22
Vale Do Jatoba
99923128 Vieira / PB",Rondônia,Brasil,,Ensino Superior,0,Casado,8,Tecnologia
Gustavo Henrique Cardoso,129.437.068-50,53,22/02/1971,"Condomínio de Melo, 32
Funcionários
31187287 Azevedo / RR",Maranhão,Brasil,12415.27,Ensino Superior,3,Casado,12,Tecnologia
Dr. João Guilherme Fernandes,027.698.514-11,33,25/06/1990,"Jardim Mendes, 19
Taquaril
53144-914 Carvalho do Amparo / BA",Paraná,Brasil,3580.11,Ensino Médio,1,Casado,2,Indústria
Dr. Calebe Rodrigues,320.847.915-88,27,28/01/1997,"Campo Teixeira, 331
Vila Jardim São José
22320-402 da Conceição do Campo / RS",Distrito Federal,Brasil,9517.11,Ensino Médio,1,Casado,8,Tecnologia
Ana Carolina Gonçalves,429.071.638-50,27,11/09/1996,"Lago Enzo Gabriel Viana, 57
Alto Vera Cruz
93026-656 Barros / RO",Rio de Janeiro,Brasil,,Ensino Fundamental,0,Casado,6,Saúde
Julia Mendes,510.694.327-25,19,22/12/2004,"Viela da Mata, 905
Flavio Marques Lisboa
50859355 Silva Alegre / SE",Acre,Brasil,5871.78,Ensino Médio,1,Casado,1,Saúde
Marcelo Farias,308.569.471-48,19,05/04/2005,"Passarela Matheus Novaes, 26
Vila Oeste
14863-058 Teixeira / MT",Distrito Federal,Brasil,3867.56,Ensino Médio,1,Casado,0,Comércio
Fernanda Lima,953.681.724-19,36,15/10/1987,"Vale de da Rosa, 37
Vila São Gabriel
95592656 Gomes / MS",Mato Grosso do Sul,Brasil,4102.82,Ensino Fundamental,3,Casado,9,Comércio
Matheus da Luz,619.574.283-09,55,07/01/1969,"Aeroporto Costa, 5
Novo Santa Cecilia
21763932 Gonçalves do Galho / MT",Piauí,Brasil,9564.94,Ensino Médio,0,Casado,24,Educação
Melissa Ribeiro,203.684.751-07,49,04/04/1975,"Trevo de da Cruz, 9
Ouro Preto
03832-306 das Neves de Campos / MG",Tocantins,Brasil,11649.64,Ensino Superior,1,Solteiro,29,Indústria
Maria Clara Costela,785.401.326-80,21,09/11/2002,"Lagoa Renan da Rocha, 200
Aguas Claras
18250-821 Gonçalves / AC",Ceará,Brasil,9372.13,Ensino Superior,0,Casado,2,Saúde
Nicolas Dias,961.732.504-70,65,19/06/1958,"Lagoa de Novaes, 57
Vila Olhos D'água
21075192 Rodrigues / PA",,Brasil,5198.24,Ensino Médio,0,Casado,28,Indústria
Ana Beatriz Jesus,178.206.395-12,23,11/05/2000,"Jardim Agatha Araújo, 93
Coração Eucarístico
11919992 da Mota / AP",Sergipe,Brasil,6197.06,Ensino Médio,5,Casado,0,Saúde
Lucas Gabriel Martins,967.432.815-73,47,26/02/1977,"Trevo de Teixeira
Delta
75799494 Viana / SE",Amapá,Brasil,7007.86,Ensino Fundamental,0,Solteiro,19,Saúde
Luiz Miguel das Neves,197.052.364-61,48,06/07/1975,"Praia Vitória Aragão, 72
Vera Cruz
19889077 Monteiro / CE",Piauí,Brasil,8022.86,Ensino Médio,1,Casado,12,Tecnologia
Maria Julia Souza,163.098.475-20,68,31/03/1956,"Área Raquel Silva
Nossa Senhora Aparecida
28067989 Pinto / PA",Pernambuco,Brasil,3067.08,Ensino Superior,1,Casado,10,Indústria
Sr. Pedro Freitas,481.930.267-13,30,30/10/1993,"Fazenda da Cunha, 32
Senhor Dos Passos
15840-100 Fernandes / AC",Acre,Brasil,5058.17,,3,,1,
Isabel Ferreira,869.304.271-87,19,01/10/2004,"Passarela Ryan Lopes, 133
Novo Aarão Reis
96498808 Silveira / SE",Goiás,Brasil,4874.95,Ensino Médio,3,Casado,0,Educação
Paulo Souza,863.475.902-47,47,04/01/1977,"Pátio Novaes, 72
Vila Santo Antônio
17646-482 Alves Grande / MS",Ceará,Brasil,8807.23,Ensino Médio,0,Casado,11,Indústria
Enzo Cunha,403.157.692-70,29,27/12/1994,"Esplanada Mariane Pires, 502
Lourdes
38664-947 da Mata da Serra / RR",Amapá,Brasil,4214.66,Ensino Médio,3,Solteiro,5,Comércio
Dr. Francisco Rezende,608.391.475-20,64,22/10/1959,"Esplanada Campos, 443
Tupi B
90056701 da Luz / RN",Acre,Brasil,4348.08,Ensino Médio,0,Casado,7,Indústria
Dr. Vitor Pinto,286.943.507-00,26,23/11/1997,"Estrada Almeida, 21
Alto Caiçaras
12283315 Nascimento / PB",Rio Grande do Norte,Brasil,4676.97,Ensino Médio,0,Casado,3,Indústria
